"latitude","longitude","type","duration","temp","humidity"
-33.9371909975267,149.922503994124,"forest",43,28,80
-32.7878192245226,151.102861742185,"forest",34,24,70
-34.3100723567931,149.431841778394,"forest",31,32,84
-33.5505172183298,150.593883436838,"grassland",16,22,52
-34.1599452301535,149.03564246955,"grassland",18,24,26
-33.697247161109,150.243461814234,"grassland",14,27,59
-32.8240231272804,147.509472846817,"desert",39,39,47
-34.0234539701201,148.830090546533,"grassland",9,16,39
-32.4989218969963,150.37443508332,"forest",26,19,92
-34.6940258920473,150.711028852057,"forest",23,31,74
-35.1394576397341,150.882314804858,"grassland",10,27,40
-33.3881359582084,151.216872264938,"grassland",11,19,46
-32.9300206519671,149.331036502771,"grassland",15,25,58
-32.5451784030889,147.477918545354,"desert",37,39,21
-33.8819356617756,151.121905165237,"grassland",19,16,40
-33.0383587667679,151.103828860897,"grassland",17,17,54
-32.3248564743681,150.932518910388,"forest",22,23,89
-34.1663352099225,149.222918999061,"forest",37,31,96
-34.5466550058928,150.879102841585,"forest",23,33,71
-34.8220801807226,149.202408048194,"grassland",12,26,38
-33.9277060559883,150.477674455834,"grassland",21,19,42
-33.9345034510708,150.156588347849,"forest",46,29,77
-34.2276619951778,150.857349443037,"forest",31,28,72
-33.006763136516,150.369734427771,"grassland",18,28,51
-34.9103299633867,149.797514203312,"forest",27,23,75
-33.6747397619631,150.643892585121,"grassland",22,24,56
-34.5504448212375,151.205262530797,"grassland",9,31,58
-34.6077344489266,151.072802973232,"forest",30,28,69
-32.2330153392044,148.08220036552,"desert",29,45,21
-34.3925601104289,150.015921421592,"grassland",17,24,51
-34.2868707177336,146.333502042618,"desert",47,38,11
-33.2223010107434,151.184252441434,"grassland",18,18,57
-33.9784918203683,150.238741017395,"grassland",20,31,62
-35.1539505647812,150.677850108033,"forest",24,33,73
-35.5968018855083,149.444163933421,"forest",33,30,76
-33.2247301367283,150.002624586812,"forest",23,28,98
-34.4538547796429,150.965563211542,"forest",20,24,64
-33.97427051918,150.55349999667,"grassland",13,40,59
-33.9633116022724,151.045108113057,"forest",23,26,61
-33.9427683175909,150.273216915334,"forest",31,28,80
-34.6106932677791,149.777201099996,"grassland",14,25,27
-33.2422118077016,150.452416037322,"forest",25,27,71
-34.3379675734196,151.032171707989,"forest",28,35,58
-34.7095564084286,146.0984801622,"desert",41,31,11
-34.6055323344359,150.473852651508,"forest",25,29,61
-33.8383065098735,150.560457694042,"grassland",15,22,26
-34.0373766423298,150.592658880968,"grassland",19,20,55
-32.820264240873,150.458602678589,"forest",23,24,92
-33.1173806041518,151.335621430687,"grassland",13,21,38
-32.6672675194776,147.467468474501,"desert",47,39,29
-33.3605186279133,150.97099434095,"grassland",16,19,37
-33.3788824798196,150.27940841191,"forest",47,39,72
-35.010698039795,149.160680125215,"grassland",15,29,40
-32.8315827750345,150.388280349818,"forest",35,22,98
-32.2194412727714,148.083633570414,"desert",27,41,37
-34.0507070741734,149.663839893003,"grassland",12,24,47
-32.8232760351816,147.549042339302,"desert",26,49,27
-33.2241139691045,150.716401045451,"grassland",8,28,30
-34.2913531794885,146.189836510826,"desert",29,43,8
-33.1931076691794,147.100877155229,"desert",35,39,42
-32.7876803740716,150.659243780535,"forest",26,28,87
-33.9390491038313,146.938656468382,"desert",39,43,15
-33.4698704205317,150.767473408144,"grassland",22,19,52
-33.2801051153773,151.192466827146,"grassland",13,17,45
-34.485942122615,149.913364370507,"forest",38,29,74
-33.4585150159602,149.777628109428,"grassland",17,21,56
-33.3345925202786,150.90864670694,"grassland",21,16,59
-33.5526388815291,150.095111566835,"grassland",18,21,52
-33.1137098848686,151.011964924203,"grassland",6,22,66
-32.6688976905001,150.627944848089,"forest",23,22,79
-33.5396160159489,147.059392521959,"desert",44,38,7
-34.1141773189699,148.971982637234,"grassland",15,23,45
-33.6364114684885,151.018761580579,"grassland",17,21,40
-34.6264321664872,150.761801251613,"forest",21,27,81
-34.7341035196778,146.294941211568,"desert",45,44,3
-33.7195725109889,151.218728212732,"grassland",14,22,23
-35.0130078180619,150.201651750251,"forest",21,38,78
-33.059758711707,150.850824518597,"grassland",13,17,36
-33.0531327641771,150.582996729689,"forest",27,21,89
-34.072386946931,150.558124829595,"grassland",17,29,63
-33.6051364121616,149.047624429873,"grassland",11,24,41
-34.195306404997,146.620851489908,"desert",38,41,8
-34.7547886425051,150.431159323502,"forest",23,27,42
-35.0251575546678,150.183168791664,"forest",29,26,78
-32.9919688236785,149.635149162807,"grassland",11,20,26
-32.6463553387073,147.648739268389,"desert",37,45,28
-34.4107079237726,151.113427661396,"forest",28,28,64
-33.3599187858171,150.654197554736,"grassland",21,29,66
-33.2880108545271,151.196437970509,"grassland",9,21,31
-33.4533601479368,147.550837315712,"desert",35,35,3
-33.7051715981727,150.8278904494,"grassland",16,31,56
-33.609003766931,151.226771201205,"grassland",16,22,33
-35.0718859906651,150.787258333007,"forest",32,32,80
-33.952169231167,150.583262880268,"forest",41,32,90
-32.8575322508462,150.3507534279,"forest",33,25,95
-34.8644739775026,146.208417966729,"desert",32,36,7
-33.5948479488185,150.205285707424,"grassland",22,22,46
-34.3330743379758,146.627373802247,"desert",37,37,24
-34.0503857604632,147.013320112015,"desert",33,37,31
-33.5931319493108,149.911613614982,"grassland",15,26,47
-34.4876804277502,150.191269460871,"forest",56,26,81
-33.6253263881563,151.262186729918,"grassland",19,16,53
-33.4824111497844,146.973333270771,"desert",40,35,5
-34.189309556431,151.082112861259,"grassland",19,30,64
-34.444245485841,150.800785207813,"grassland",21,23,40
-33.7191896206946,150.852194678746,"forest",41,34,69
-33.6984746082623,147.262541838035,"desert",41,35,21
-33.6361252500159,150.855518129532,"grassland",18,28,57
-32.8199112994527,147.626821888461,"desert",44,48,30
-33.5920015982653,149.52167996533,"grassland",12,23,40
-32.4324324513669,148.04669578671,"desert",39,42,29
-32.3481733073351,147.655918230292,"desert",30,47,34
-35.4930552730264,149.419399330415,"forest",28,28,69
-32.1481090244308,148.081052228229,"desert",27,56,24
-33.7826441415984,148.601633104948,"grassland",11,26,29
-33.3266142848338,150.863448638663,"grassland",21,20,47
-33.5099775055161,150.846253477222,"grassland",19,19,46
-32.6381078249559,147.794630764612,"desert",42,39,24
-32.9955861473959,150.63090837559,"forest",31,23,82
-32.1677177136569,147.928792841135,"desert",31,45,35
-33.6484490511498,150.234707855269,"grassland",10,20,36
-33.2116645885076,150.738800013041,"grassland",13,20,72
-33.1133994278829,150.481323577173,"grassland",14,21,46
-33.2989414791074,150.880238928473,"forest",44,30,89
-33.0712187708841,150.933721315937,"forest",25,23,84
-34.6539010828603,149.765592735179,"grassland",17,28,53
-33.6862045504884,150.683788252099,"grassland",17,19,39
-32.8334464404385,150.79972416636,"grassland",12,27,62
-34.2315892153009,146.5361030282,"desert",58,41,5
-34.8327383826053,146.12305351994,"desert",44,45,7
-33.5057134692048,151.070227690875,"grassland",24,19,49
-33.9799434111888,150.588194410539,"grassland",18,29,61
-32.6179908499256,149.324411627372,"grassland",16,30,41
-33.1758932009388,147.60174429645,"desert",41,39,12
-33.1717368091624,150.598645374637,"grassland",16,30,53
-34.6016869907343,150.493920694566,"forest",27,29,73
-32.6181565866257,150.860242568049,"forest",28,23,86
-33.3365491905869,151.264233797549,"grassland",14,20,53
-33.3292299473571,150.459938420656,"grassland",16,19,45
-33.3725200491636,151.009799808822,"grassland",21,23,44
-34.226871880761,149.59707469619,"forest",38,34,90
-34.6887062304495,150.03893455393,"grassland",20,26,39
-33.2730764002647,150.67440526078,"grassland",17,23,34
-32.609301544321,151.018663830624,"grassland",17,21,40
-32.5529286356259,147.627975447221,"desert",27,44,20
-34.0278720754223,150.168771210363,"forest",35,26,80
-32.4765474825863,147.959623234023,"desert",44,41,34
-32.6672184021408,150.464869778735,"forest",25,24,90
-33.6188108352296,151.205453364119,"forest",17,31,79
-32.3563794656324,147.82396692112,"desert",39,54,34
-33.4011884181151,150.500518244944,"grassland",20,23,61
-33.833976036872,149.468953084668,"grassland",15,27,58
-34.1679486733068,150.91717098465,"grassland",11,27,60
-34.1415166814694,150.410483325019,"forest",40,33,70
-34.3942013541997,151.223001571902,"grassland",16,33,66
-32.5534927987106,147.721169059233,"desert",43,54,45
-34.1465463773006,151.069918861415,"grassland",21,17,66
-33.4927235782269,147.336690039212,"desert",47,37,24
-33.564855688245,151.50693494166,"grassland",13,21,63
-33.54331792904,151.182749992901,"grassland",12,18,64
-32.8837582591557,148.970365685857,"grassland",12,24,38
-33.3740006826227,150.290885135508,"forest",41,29,93
-34.8494190435255,146.132306407212,"desert",35,40,12
-34.2346220858131,146.292000435435,"desert",42,40,5
-33.0011454731402,150.24987030627,"forest",19,28,96
-33.4852838782106,150.815103882056,"grassland",22,21,74
-33.9408380027873,147.189215323301,"desert",39,41,9
-34.1992321547032,146.862536729601,"desert",41,42,3
-34.4797269261128,150.510954412739,"forest",27,32,68
-34.1697107400558,151.102071031836,"forest",29,32,65
-34.3203466243884,150.158508122643,"forest",36,30,64
-32.7622943184878,150.356812093301,"forest",19,24,83
-32.9414769537581,150.686698175005,"forest",23,28,86
-33.5392496158027,151.447830918925,"grassland",17,20,64
-32.9932221058274,150.901265853581,"forest",20,26,86
-33.2333682541697,149.891331507033,"grassland",10,21,46
-32.675781112878,147.505681938782,"desert",36,48,17
-33.2971664832218,150.878471438924,"grassland",21,19,69
-33.2987123815973,151.279234282733,"grassland",21,22,48
-33.8650327929762,151.522264699781,"grassland",18,23,51
-33.5101030851531,150.546733660124,"grassland",10,23,58
-35.0200091564894,150.208658079166,"forest",22,27,62
-34.3787046932115,147.224463532324,"desert",50,44,22
-33.3773852991044,150.56235080485,"grassland",9,24,54
-32.8822364617161,147.285463397364,"desert",28,49,32
-34.05994925257,151.000894565142,"forest",44,27,85
-34.2360934004046,148.66420236087,"grassland",14,26,43
-33.1573351630411,151.55458806043,"grassland",12,22,48
-33.4743843958785,148.868960749532,"grassland",9,22,47
-32.7447746917385,150.676518799382,"forest",35,27,76
-33.840087105503,149.899244465562,"forest",43,30,72
-32.9712484831648,150.630670861481,"grassland",19,23,24
-32.379469814163,150.59130637571,"forest",14,29,97
-33.2987493296116,150.146354525383,"forest",37,33,82
-33.9288795788833,147.331875685974,"desert",37,40,20
-33.0431360474724,150.542903354666,"forest",19,27,82
-33.0322172477151,150.652054408108,"forest",19,28,81
-32.4648587368119,147.678786056209,"desert",37,47,37
-33.8624332665348,151.151132578227,"grassland",12,22,65
-31.8114167130672,150.575702000721,"grassland",18,22,29
-34.2330786937197,150.92515249228,"grassland",14,27,66
-34.8244664552003,149.662116838192,"forest",32,26,84
-34.2251512952398,151.145925344289,"grassland",13,30,61
-32.2306375115783,150.045148465937,"forest",27,26,93
-33.6004275244529,150.772895504885,"forest",48,32,81
-33.5416073851779,150.440812339737,"grassland",14,21,39
-33.2324778444578,150.483323493846,"grassland",15,19,31
-33.4151729092737,149.647596855836,"grassland",15,26,37
-32.9813435556516,150.711285958325,"forest",32,22,96
-34.5938529682121,150.315870293567,"grassland",11,31,59
-33.5849232424658,150.480207262487,"grassland",14,32,61
-33.5940604113871,149.133513153069,"grassland",7,23,29
-34.1169370620591,150.265589063084,"forest",40,30,89
-32.8323217674304,150.414144163841,"grassland",15,25,61
-32.9751899978765,150.579199960771,"grassland",16,20,56
-34.0799774997494,150.787616503583,"grassland",19,22,43
-34.183815405999,149.853752980022,"forest",43,27,80
-33.2289762963728,151.277053078432,"grassland",21,21,40
-32.9572998267119,147.305741147694,"desert",43,40,35
-33.3374693891128,150.841562538179,"grassland",20,21,63
-33.0941809802353,150.951384234904,"grassland",15,19,44
-35.5021781976032,146.240173141888,"desert",45,41,15
-32.548718211067,150.459563525521,"forest",22,24,70
-34.0593933406769,149.153582488257,"forest",45,28,87
-31.9694773793412,149.432551037107,"grassland",7,30,45
-33.6142017748909,150.833192635755,"grassland",18,20,59
-34.4059028229282,148.416533992404,"grassland",21,24,55
-33.6765251504809,151.176086754218,"forest",26,29,59
-34.366120964618,146.93152703392,"desert",37,47,24
-32.7343358833237,149.60290550925,"grassland",19,27,31
-33.8634709926126,150.982900607573,"grassland",18,19,67
-33.4411916516387,149.300772034486,"grassland",10,25,67
-33.2794422422303,150.49074375455,"grassland",20,18,52
-32.2024124975393,150.850744681982,"grassland",18,23,48
-33.5660202152897,149.733040662207,"forest",29,29,92
-33.9512557150699,150.610532653168,"forest",39,34,65
-33.7840235150699,150.59804102019,"grassland",14,32,43
-34.7925555279655,145.856397226979,"desert",43,44,23
-35.3252358947759,149.904943459016,"forest",26,30,61
-34.276209491778,151.397813673301,"forest",27,27,67
-33.5476296526301,151.254662928441,"grassland",16,22,44
-33.752916653197,150.110355119344,"forest",51,32,83
-35.0777812508399,149.835450281664,"forest",19,31,66
-32.9658505685382,150.479440862198,"grassland",18,24,65
-34.5671336400672,150.528396269046,"forest",29,30,75
-33.0484570835022,150.111153097741,"forest",21,26,84
-33.2272465257987,149.701560726595,"grassland",11,23,36
-35.5465138729991,149.855134488161,"forest",20,31,68
-33.971654256922,146.961838783088,"desert",53,42,7
-34.6865163190395,150.824960200542,"forest",42,26,73
-33.9634741813305,150.524438592247,"grassland",18,32,74
-33.732588580799,150.501803494421,"grassland",17,29,41
-32.5518803832002,150.108538657495,"forest",21,30,82
-32.4227419673286,150.282585732871,"grassland",14,18,42
-32.9633431080097,150.897920945618,"grassland",18,23,44
-33.2406426116086,150.587420041732,"grassland",17,22,65
-34.0044082376614,151.144159691181,"grassland",19,19,58
-33.7860942882852,150.55475207144,"grassland",19,31,53
-32.9449387632094,147.538983279657,"desert",35,39,15
-34.4104841025889,149.076191514669,"grassland",11,29,39
-33.2349327856421,150.411373505571,"grassland",11,16,51
-33.5265080879464,150.172514697823,"grassland",17,19,56
-34.7167293504055,150.042422076888,"forest",20,33,90
-32.9043903152567,150.510623820278,"forest",20,27,90
-34.58401674165,151.184226831981,"forest",24,31,85
-32.9450063258517,148.157599842599,"desert",38,32,29
-34.2513423336108,150.71135971555,"forest",26,26,63
-33.8637229939106,150.292136286399,"forest",43,34,71
-34.8505849479456,146.471890968944,"desert",27,44,11
-33.7172646697341,150.786383761035,"grassland",22,18,51
-33.3757557780506,151.42522954492,"grassland",19,16,34
-35.2411458324516,145.963654351886,"desert",38,44,10
-34.0404280358278,150.879241851869,"grassland",22,28,55
-33.0592341436309,147.545856458971,"desert",50,43,3
-34.7603178592916,146.060111602693,"desert",46,42,25
-34.6962222715785,150.215134761528,"grassland",15,21,29
-33.2152693355722,147.12284377262,"desert",21,49,25
-33.541411659096,149.121764594388,"grassland",10,23,41
-34.4831074131983,146.142458713181,"desert",34,34,2
-34.0467573070349,150.010984266548,"forest",49,28,77
-33.8696997894659,149.575824490876,"grassland",8,20,53
-32.5778074968025,150.466002045263,"forest",24,24,88
-33.7520764567358,150.89077736257,"grassland",20,18,47
-33.3439836843234,150.320179986301,"grassland",19,17,53
-34.9208641910889,145.912261343864,"desert",38,42,7
-33.3362005647062,148.963981068976,"grassland",18,24,37
-34.0665854255452,151.270845783478,"forest",16,35,77
-33.8461266347324,146.334251364973,"desert",36,37,16
-34.9814449041353,149.790568376492,"grassland",14,25,37
-34.0499328503345,149.903347075763,"grassland",13,32,54
-33.2768617194323,150.55608564077,"forest",32,27,87
-34.3019134845573,150.364489279158,"grassland",18,22,46
-33.7730732506283,150.473584525255,"grassland",21,20,46
-34.8020542216446,146.404417024713,"desert",44,42,12
-33.8150393751651,150.137108702563,"grassland",16,25,61
-34.3201525554898,149.941234708084,"forest",42,29,75
-34.6120331710769,146.550118892651,"desert",36,37,9
-32.6639887362492,147.722263593875,"desert",36,39,30
-33.7523510467959,150.241960545815,"forest",31,30,81
-32.5884059238681,150.888099684801,"forest",28,25,97
-33.6760561305797,150.597440461676,"grassland",9,31,25
-31.9445816242828,148.194028089287,"desert",42,56,38
-33.3356733223733,150.780571246767,"grassland",15,19,51
-33.1190587545897,151.234615911119,"grassland",18,18,46
-33.3145887924493,150.891685889811,"forest",36,33,77
-34.9454287732572,146.62127281205,"desert",44,42,3
-33.6790788191773,149.249470953428,"grassland",11,30,30
-33.3307930705235,150.128704432853,"forest",34,25,92
-33.5287530586254,150.81451945322,"grassland",15,18,40
-33.9924481417763,150.845774601906,"grassland",22,22,58
-34.4199590597027,151.11636752232,"forest",39,33,78
-32.8511093157139,147.659710439516,"desert",43,52,27
-33.8753052273533,150.686510464354,"grassland",16,31,41
-32.2801850610411,150.854658702624,"forest",28,29,89
-35.9197452518584,149.449790101936,"forest",31,32,60
-34.1078866171687,150.97047716254,"grassland",13,34,55
-34.2215589468194,149.783261450317,"forest",48,30,73
-33.2555223079282,150.504996103481,"grassland",9,26,39
-34.6703424709354,150.964960282024,"grassland",22,29,67
-32.2417224540415,148.008198564968,"desert",40,44,29
-33.7214923565118,151.179740836606,"grassland",12,16,43
-35.2863196665368,150.108684762003,"forest",36,29,86
-33.5876843722874,150.65855398037,"grassland",19,18,46
-34.211635015596,150.421571996515,"grassland",17,29,43
-33.4500199664342,151.040575986769,"grassland",25,23,42
-33.1145406796371,147.816777680354,"desert",31,34,5
-33.5915898729592,151.031162899988,"grassland",15,19,38
-34.9750328810025,149.77753785791,"forest",18,31,71
-33.632313272715,150.707038894365,"grassland",15,24,50
-33.9397964140767,150.455265120601,"forest",30,32,93
-32.9647133162558,149.124206879572,"grassland",10,23,38
-34.9501619165788,146.120425627515,"desert",47,38,4
-33.3488506945219,150.99352810896,"grassland",16,19,37
-33.6124360608971,150.509675090588,"grassland",20,18,27
-33.7973210047919,150.266582151349,"grassland",25,29,47
-34.1762010027826,150.266213182899,"grassland",14,36,57
-34.128902685722,150.318580653948,"grassland",14,31,79
-34.2203567431345,149.767557555154,"grassland",21,28,40
-32.7652041572305,150.353065386728,"forest",35,26,96
-33.6028006566726,147.220188977894,"desert",48,43,13
-32.4712046788302,147.710162842445,"desert",43,38,28
-34.1713856346342,150.228274567435,"forest",45,29,72
-33.1158898947148,150.355319191615,"grassland",6,22,34
-34.1478709852719,150.743595788128,"grassland",22,35,75
-34.5350016394119,150.633878110302,"forest",33,30,53
-33.8590719686753,150.060329362086,"forest",42,27,70
-32.1262916087254,149.661575954596,"grassland",18,24,34
-32.5705862295202,147.504405900447,"desert",39,45,29
-34.028137890998,146.766464386088,"desert",42,39,5
-34.2144116876392,147.138779877795,"desert",45,38,4
-35.587909501798,149.405488367846,"forest",40,28,84
-34.4389816537304,151.126544991553,"grassland",13,31,50
-33.3313734624805,150.757405778123,"grassland",20,24,51
-33.4819137491732,148.944756141901,"grassland",10,27,52
-34.2711268187706,149.93111940541,"grassland",10,29,37
-34.1131018090282,149.508101582601,"forest",39,29,81
-33.8387228809848,150.403926063514,"grassland",14,18,53
-34.3448109363942,150.73893511476,"grassland",13,29,35
-32.8391095065999,151.413343082327,"forest",18,21,92
-32.7407795488377,147.617772107586,"desert",41,35,44
-33.2114472638163,147.112275098205,"desert",47,33,13
-33.9838415924544,149.265266218631,"grassland",14,22,37
-32.8583000888394,147.574191194516,"desert",51,34,12
-33.8079906468457,150.274996239528,"grassland",15,31,63
-33.4177214360039,150.403108873476,"grassland",9,19,51
-33.7281983520594,150.749231720822,"grassland",16,18,37
-34.7731637889674,146.383698987598,"desert",32,40,13
-33.3328347110039,149.301112760815,"grassland",18,28,31
-33.5577876545956,150.673339976006,"grassland",17,23,49
-33.6030561840435,150.507070441762,"grassland",22,18,47
-32.5689918954379,150.812078965634,"forest",31,27,83
-33.636324304787,149.665015807982,"grassland",14,25,47
-33.3225081577395,150.314075991547,"grassland",17,31,55
-34.4901906369817,149.950952158254,"grassland",13,21,26
-33.5400462792992,150.377239801995,"grassland",13,19,45
-32.2381202236104,149.994857181816,"forest",28,21,99
-34.0848478948021,149.195248851575,"grassland",11,24,36
-34.1213572022333,151.126623172535,"grassland",11,23,64
-34.4315705904004,148.86215128571,"grassland",17,28,20
-33.8364247101846,151.036842987823,"forest",32,31,77
-34.1770131942339,150.921915913019,"grassland",21,32,59
-32.0398930543387,150.264748387987,"forest",16,22,77
-32.2660737423345,147.968861516354,"desert",32,48,30
-32.3502859276885,150.80379126051,"grassland",14,22,54
-33.4376564757822,151.446203499887,"grassland",11,21,61
-33.6402081350598,151.290360257553,"grassland",16,19,50
-34.0828357515685,150.911901108242,"grassland",17,27,47
-33.5794554832003,147.224993940632,"desert",41,45,14
-33.6327247375789,149.654108022813,"grassland",14,27,39
-33.8822825457984,150.669218574932,"grassland",19,20,44
-34.306667845444,149.347027437993,"forest",44,28,93
-33.0715938196237,150.502500205705,"forest",26,28,99
-34.5846831991664,150.214023425042,"forest",23,29,71
-33.4791457285566,147.284413746186,"desert",39,44,2
-34.106864144372,146.816520034093,"desert",41,41,9
-33.2946891596365,150.872942890637,"grassland",27,18,49
-33.8979993721676,151.059210007376,"grassland",18,31,53
-33.6685585322402,151.16543189808,"grassland",20,21,31
-34.6337697643117,150.562196086806,"forest",31,29,47
-33.8443154157863,146.647843869819,"desert",41,35,12
-33.9052079055813,150.602853996607,"forest",48,38,80
-33.2630281562182,151.101811562781,"grassland",20,20,36
-32.2060890110925,150.392874797891,"forest",28,23,87
-33.9659196279107,150.333338704204,"grassland",16,26,42
-34.8969493071428,146.316621479189,"desert",36,39,17
-34.3173509613405,146.954489725984,"desert",34,39,12
-33.3318077550544,151.068757734064,"grassland",19,24,75
-33.6697040311214,150.133647775888,"forest",36,32,82
-33.476819855044,150.598655602362,"grassland",15,31,67
-33.6151361496018,150.624657969433,"grassland",13,16,48
-34.861830155711,150.754763281079,"forest",24,31,77
-33.6461262635973,147.122653585552,"desert",46,36,5
-32.402029330635,147.744818194452,"desert",38,39,18
-34.4932231721857,150.872782561352,"grassland",14,31,73
-34.4050079287696,150.495388641112,"grassland",20,30,48
-34.3440680482108,149.60708463806,"grassland",11,22,41
-33.1436604525439,150.038804195615,"grassland",15,16,37
-33.1924012002317,150.926012349557,"forest",14,29,95
-33.242463991296,150.577079212707,"grassland",16,24,40
-33.6993983217194,150.376072359262,"grassland",13,22,37
-35.352840870687,150.354588512663,"forest",30,34,64
-33.3699184974274,150.544025196469,"grassland",16,23,38
-34.4995513085913,150.088391235473,"forest",37,27,79
-32.3988285538257,147.637100222814,"desert",25,38,30
-33.8282225876326,150.99875410326,"grassland",19,21,56
-33.0469921430608,151.252183544315,"grassland",19,19,77
-33.5589287810879,149.678990023616,"grassland",11,24,41
-33.8485694295876,149.030691952869,"grassland",8,25,50
-33.6387164072856,150.342894653089,"forest",39,25,90
-33.722209686398,147.454215584769,"desert",42,34,5
-32.2945851063778,149.17360814854,"grassland",15,25,39
-33.0196867581754,150.533134744418,"grassland",21,20,51
-32.2555332680055,147.832755096183,"desert",46,41,34
-34.0949660757283,150.761312518703,"grassland",15,28,69
-33.7876854173086,149.928861970227,"grassland",18,28,45
-32.8804475341364,147.56457086019,"desert",38,36,45
-33.086476108686,151.425162529445,"grassland",13,28,42
-33.3979939714625,150.785849290644,"grassland",17,23,67
-34.6385491771526,150.390407594612,"forest",25,27,67
-33.7608817931668,151.110283285482,"grassland",13,23,50
-33.0970600199974,150.639204994797,"grassland",11,34,58
-34.5054941756389,150.821985553847,"grassland",16,34,69
-33.0426957651714,147.933198556528,"desert",38,44,14
-33.8712047875155,149.770878538256,"forest",37,34,66
-34.4156039399265,149.330021689898,"grassland",10,27,51
-33.3339373605477,150.756607270101,"grassland",17,18,48
-33.8079252310192,150.772556083005,"forest",48,31,89
-34.4653833841653,150.233823430042,"forest",33,31,69
-34.8764372430387,150.213293743777,"grassland",11,24,46
-34.5132998562101,150.288436130778,"forest",26,33,57
-35.1683822489257,149.82188961718,"forest",39,25,84
-32.2669972557665,147.725948969148,"desert",26,47,48
-35.2644638109801,150.250386643161,"forest",44,26,81
-34.9599989772441,146.357994074384,"desert",30,46,23
-32.0246167994458,147.915233467368,"desert",25,46,13
-33.4810837171583,150.735315779011,"grassland",15,23,40
-33.9911110798855,149.480425005885,"grassland",20,25,59
-33.1244708034354,150.650896004714,"grassland",25,21,35
-35.0099735491484,146.306605993929,"desert",32,34,6
-33.8102577133081,151.37713996252,"grassland",18,17,31
-34.2419851424297,146.392101843579,"desert",39,49,5
-32.1621519929495,150.286183668403,"grassland",13,25,47
-33.5250650120872,151.458482534927,"forest",28,29,83
-34.6535816723515,151.541315649653,"grassland",21,28,51
-33.2969282069252,150.514544988313,"grassland",14,24,46
-33.2762964003079,150.177803187674,"grassland",19,34,72
-33.1641132572817,150.165351215882,"forest",31,30,88
-32.4531253016861,147.50367925231,"desert",44,55,25
-33.7996940456946,150.229129497131,"forest",36,31,85
-34.319873810225,151.152815998577,"grassland",17,29,55
-33.7083768219189,151.110673884058,"grassland",17,24,63
-33.2869982409973,151.097629945933,"grassland",20,18,39
-34.130815990182,150.148738006808,"forest",37,28,82
-33.0547738833062,147.163315000053,"desert",49,38,51
-34.3469897859984,146.682721219289,"desert",53,36,11
-32.8834595820088,151.049331501989,"grassland",16,19,36
-33.4142309114226,151.330090779194,"grassland",12,19,34
-34.1128870361711,150.93645251531,"grassland",13,26,51
-32.8373866739812,150.448313918951,"forest",20,28,83
-34.2128856857237,149.622174470087,"forest",47,34,80
-32.5784286059595,150.705781255119,"forest",25,21,90
-33.8443085931878,150.730195291129,"grassland",17,22,45
-32.7087327287331,147.514018291643,"desert",26,42,30
-34.2362063229601,149.513610242584,"grassland",8,24,26
-34.0855693520277,149.642732861754,"forest",33,31,80
-33.413488298641,150.993729169945,"grassland",19,23,53
-33.4659224992982,147.908279512159,"desert",44,37,6
-32.4562283216429,147.770801596256,"desert",28,43,30
-32.5279087097387,150.954914663176,"forest",28,23,96
-33.8854815045085,150.510817650519,"grassland",11,28,67
-34.4080831179253,150.179538994456,"grassland",16,36,60
-33.2761633779385,150.991134852467,"grassland",20,20,31
-33.5451209236948,149.732370890717,"grassland",9,22,41
-34.27962551395,150.477321739808,"grassland",12,22,29
-32.6264911400208,150.581063315678,"forest",21,21,89
-33.2571825099124,147.410508348785,"desert",47,37,8
-33.1114367767462,150.766005613063,"grassland",16,21,62
-33.8131364273531,149.091489841005,"grassland",11,21,39
-32.8788427880526,147.473512807407,"desert",38,54,22
-33.199405899115,147.249401282716,"desert",33,35,9
-34.7695995170493,150.515511909318,"forest",34,26,64
-34.5884473449889,150.924261938092,"grassland",14,26,51
-34.1463585362875,146.744827268655,"desert",35,41,5
-32.4405812324282,148.174254950286,"desert",47,45,11
-33.9350082082809,150.335436550239,"forest",48,26,92
-33.5658914133283,150.936058601046,"grassland",17,22,38
-35.7470319614294,145.100917604789,"desert",38,39,4
-33.7167164166201,150.795061446476,"grassland",14,34,55
-33.2992107646753,151.079669446929,"grassland",20,20,30
-33.7117313748889,151.716408373241,"grassland",12,19,46
-32.0468990050959,149.278097183785,"grassland",13,27,34
-34.4080851283255,150.915638636936,"grassland",16,22,47
-34.0095870243595,151.092133277506,"grassland",20,23,44
-33.924883495463,149.848811365768,"forest",43,37,81
-33.8563010240865,151.593850245736,"grassland",21,16,51
-34.9507725914513,150.567231169881,"forest",25,26,71
-33.3854910990154,150.903216109975,"forest",36,28,82
-33.0971718115865,150.266253576806,"grassland",8,25,28
-33.6590748701802,150.578799132302,"grassland",18,30,37
-33.9700222575854,150.715082773866,"grassland",18,25,42
-33.0621344665414,150.997785654963,"grassland",18,19,61
-33.9871519243308,150.985819992238,"grassland",14,24,37
-32.491242547027,150.142160720381,"forest",28,23,85
-33.7614789864306,150.645725730642,"grassland",11,34,54
-33.4071807580604,151.051220243086,"grassland",20,21,42
-33.9980723326697,150.404094963969,"forest",41,33,73
-32.8721834177651,147.413539137978,"desert",45,49,34
-34.0996658556571,150.21493053966,"forest",42,32,76
-34.7363739234745,150.056022633256,"forest",22,36,67
